0.000000000000000e+00, 0.000000000000000e+00
3.000000000000000e+00, 0.000000000000000e+00
6.000000000000000e+00, 0.000000000000000e+00
9.000000000000000e+00, 0.000000000000000e+00
1.200000000000000e+01, 0.000000000000000e+00
1.500000000000000e+01, 0.000000000000000e+00
1.800000000000000e+01, 0.000000000000000e+00
2.100000000000000e+01, 0.000000000000000e+00
2.400000000000000e+01, 0.000000000000000e+00
2.700000000000000e+01, 0.000000000000000e+00
3.000000000000000e+01, 0.000000000000000e+00
3.300000000000000e+01, 0.000000000000000e+00
3.600000000000000e+01, 0.000000000000000e+00
3.900000000000000e+01, 0.000000000000000e+00
4.200000000000000e+01, 0.000000000000000e+00
4.703840142464885e+01, -2.829505548040814e-01
5.201344202803415e+01, -1.128243951817936e+00
5.686255778798252e+01, -2.525250136123461e+00
6.152476826029012e+01, -4.456400944391142e+00
6.594144344319014e+01, -6.897411034727213e+00
7.005704108364301e+01, -9.817583288938657e+00
7.381980515339464e+01, -1.318019484660536e+01
7.718241671106134e+01, -1.694295891635699e+01
8.010258896527279e+01, -2.105855655680987e+01
8.254359905560887e+01, -2.547523173970988e+01
8.447474986387654e+01, -3.013744221201748e+01
8.587175604818206e+01, -3.498655797196585e+01
8.671704944519593e+01, -3.996159857535115e+01
8.700000000000000e+01, -4.500000000000000e+01
8.700000000000000e+01, -4.607142857142857e+01
8.700000000000000e+01, -4.714285714285715e+01
8.700000000000000e+01, -4.821428571428572e+01
8.700000000000000e+01, -4.928571428571428e+01
8.700000000000000e+01, -5.035714285714285e+01
8.700000000000000e+01, -5.142857142857143e+01
8.700000000000000e+01, -5.250000000000000e+01
8.700000000000000e+01, -5.357142857142857e+01
8.700000000000000e+01, -5.464285714285714e+01
8.700000000000000e+01, -5.571428571428572e+01
8.700000000000000e+01, -5.678571428571428e+01
8.700000000000000e+01, -5.785714285714286e+01
8.700000000000000e+01, -5.892857142857143e+01
8.700000000000000e+01, -6.000000000000000e+01
8.707545348128109e+01, -6.134357371323969e+01
8.730086505381811e+01, -6.267025120747577e+01
8.767340003629960e+01, -6.396334874346201e+01
8.818837358517098e+01, -6.520660486941070e+01
8.883930960926060e+01, -6.638438491818404e+01
8.961802221038364e+01, -6.748187762230481e+01
9.051471862576143e+01, -6.848528137423857e+01
9.151812237769519e+01, -6.938197778961636e+01
9.261561508181596e+01, -7.016069039073940e+01
9.379339513058930e+01, -7.081162641482904e+01
9.503665125653799e+01, -7.132659996370040e+01
9.632974879252423e+01, -7.169913494618189e+01
9.765642628676031e+01, -7.192454651871891e+01
9.900000000000000e+01, -7.200000000000000e+01
1.003435737132397e+02, -7.207545348128109e+01
1.016702512074758e+02, -7.230086505381811e+01
1.029633487434620e+02, -7.267340003629960e+01
1.042066048694107e+02, -7.318837358517096e+01
1.053843849181840e+02, -7.383930960926060e+01
1.064818776223048e+02, -7.461802221038364e+01
1.074852813742386e+02, -7.551471862576143e+01
1.083819777896164e+02, -7.651812237769519e+01
1.091606903907394e+02, -7.761561508181596e+01
1.098116264148290e+02, -7.879339513058930e+01
1.103265999637004e+02, -8.003665125653799e+01
1.106991349461819e+02, -8.132974879252423e+01
1.109245465187189e+02, -8.265642628676031e+01
1.110000000000000e+02, -8.400000000000000e+01
1.110000000000000e+02, -8.507142857142857e+01
1.110000000000000e+02, -8.614285714285714e+01
1.110000000000000e+02, -8.721428571428571e+01
1.110000000000000e+02, -8.828571428571429e+01
1.110000000000000e+02, -8.935714285714286e+01
1.110000000000000e+02, -9.042857142857143e+01
1.110000000000000e+02, -9.150000000000000e+01
1.110000000000000e+02, -9.257142857142857e+01
1.110000000000000e+02, -9.364285714285714e+01
1.110000000000000e+02, -9.471428571428571e+01
1.110000000000000e+02, -9.578571428571429e+01
1.110000000000000e+02, -9.685714285714286e+01
1.110000000000000e+02, -9.792857142857143e+01
1.110000000000000e+02, -9.900000000000000e+01
1.109339782038791e+02, -1.001756269990847e+02
1.107367430779092e+02, -1.013364698065413e+02
1.104107749682379e+02, -1.024679301505293e+02
1.099601731129754e+02, -1.035557792607344e+02
1.093906040918970e+02, -1.045863368034110e+02
1.087092305659143e+02, -1.055466429195167e+02
1.079246212024588e+02, -1.064246212024588e+02
1.070466429195167e+02, -1.072092305659143e+02
1.060863368034110e+02, -1.078906040918970e+02
1.050557792607344e+02, -1.084601731129754e+02
1.039679301505293e+02, -1.089107749682379e+02
1.028364698065413e+02, -1.092367430779092e+02
1.016756269990847e+02, -1.094339782038791e+02
1.005000000000000e+02, -1.095000000000000e+02
9.707142857142857e+01, -1.095000000000000e+02
9.364285714285714e+01, -1.095000000000000e+02
9.021428571428571e+01, -1.095000000000000e+02
8.678571428571429e+01, -1.095000000000000e+02
8.335714285714286e+01, -1.095000000000000e+02
7.992857142857143e+01, -1.095000000000000e+02
7.650000000000000e+01, -1.095000000000000e+02
7.307142857142857e+01, -1.095000000000000e+02
6.964285714285714e+01, -1.095000000000000e+02
6.621428571428572e+01, -1.095000000000000e+02
6.278571428571428e+01, -1.095000000000000e+02
5.935714285714285e+01, -1.095000000000000e+02
5.592857142857143e+01, -1.095000000000000e+02
5.250000000000000e+01, -1.095000000000000e+02
5.093505620515017e+01, -1.093827236753638e+02
4.940507066868550e+01, -1.090335144607545e+02
4.794422073926564e+01, -1.084601731129754e+02
4.658513939033197e+01, -1.076755071303179e+02
4.535818625340535e+01, -1.066970446542132e+02
4.429076943408569e+01, -1.055466429195167e+02
4.340673326026339e+01, -1.042500000000000e+02
4.272582563923585e+01, -1.028360807558471e+02
4.226325692209085e+01, -1.013364698065413e+02
4.202936012959761e+01, -9.978466598265746e+01
4.202936012959761e+01, -9.821533401734254e+01
4.226325692209085e+01, -9.666353019345870e+01
4.272582563923585e+01, -9.516391924415285e+01
4.340673326026339e+01, -9.375000000000000e+01
4.447816183169196e+01, -9.189423127760477e+01
4.554959040312053e+01, -9.003846255520955e+01
4.662101897454910e+01, -8.818269383281432e+01
4.769244754597768e+01, -8.632692511041910e+01
4.876387611740625e+01, -8.447115638802387e+01
4.983530468883482e+01, -8.261538766562865e+01
